VehicleID,EngineSize,Cylinders,FuelType,Weight,DriveType,CityMPG,HighwayMPG,CombinedMPG,PetrolConsumptionL_100km
4583,4.1,5,Diesel,2902,Front-wheel Drive,23,39,30,7.87
4584,4.1,6,Diesel,2063,All-wheel Drive,34,36,34,6.53
4585,3.8,4,Petrol,3991,Front-wheel Drive,26,23,24,9.37
4586,4.9,6,Petrol,3927,Rear-wheel Drive,11,24,16,13.86
4587,2.6,4,Diesel,2949,Rear-wheel Drive,23,24,23,10.5
4588,1.5,4,Petrol,5223,Front-wheel Drive,31,47,38,5.81
4589,3.7,3,Diesel,2438,Front-wheel Drive,25,33,28,8.45
4590,3.9,4,Petrol,2896,All-wheel Drive,28,20,24,9.92
4591,3.3,4,Diesel,3762,All-wheel Drive,25,21,23,8.89
4592,1.8,6,Diesel,5560,Rear-wheel Drive,20,41,29,7.98
4593,3.0,5,Petrol,5271,Rear-wheel Drive,23,29,25,10.42
4594,2.2,4,Diesel,2580,Front-wheel Drive,16,49,30,8.18
4595,2.7,5,Petrol,4079,Rear-wheel Drive,14,24,18,13.21
4596,3.6,3,Petrol,2000,Front-wheel Drive,17,28,21,11.01
4597,4.0,4,Petrol,2705,All-wheel Drive,26,32,28,6.97
4598,1.9,5,Diesel,5053,Rear-wheel Drive,34,42,37,6.41
4599,2.6,5,Diesel,5817,Front-wheel Drive,23,48,34,7.03
4600,2.1,6,Diesel,3928,Rear-wheel Drive,19,40,28,7.91
4601,1.8,4,Diesel,4763,Rear-wheel Drive,31,32,31,7.15
4602,4.1,6,Petrol,4633,Front-wheel Drive,21,47,32,7.08
4603,4.6,5,Petrol,2151,All-wheel Drive,14,47,28,8.51
4604,2.5,8,Petrol,5432,All-wheel Drive,17,28,21,10.38
4605,4.0,4,Diesel,4417,All-wheel Drive,21,33,26,8.08
4606,4.6,4,Hybrid,3682,All-wheel Drive,13,36,23,10.59
4607,4.4,5,Petrol,2562,All-wheel Drive,22,22,22,10.42
4608,1.7,8,Diesel,4896,Front-wheel Drive,34,37,35,7.35
4609,4.8,4,Petrol,2257,All-wheel Drive,30,31,30,7.31
4610,2.5,4,Petrol,4569,Front-wheel Drive,26,42,33,7.04
4611,2.4,4,Petrol,2964,Front-wheel Drive,33,28,30,8.4
4612,1.2,4,Diesel,5174,Rear-wheel Drive,34,35,34,7.53
4613,2.9,4,Petrol,2645,Rear-wheel Drive,30,49,38,6.22
4614,1.4,3,Diesel,2189,Rear-wheel Drive,14,32,22,10.1
4615,2.0,4,Petrol,2577,Rear-wheel Drive,15,47,29,7.19
4616,2.3,4,Petrol,3287,All-wheel Drive,18,37,26,9.0
4617,4.2,4,Petrol,2835,Front-wheel Drive,14,31,21,11.65
4618,4.5,4,Diesel,5258,Rear-wheel Drive,11,41,24,9.4
4619,2.2,3,Petrol,3841,Front-wheel Drive,12,21,16,15.08
4620,4.4,8,Diesel,4910,Rear-wheel Drive,20,38,28,7.58
4621,4.4,4,Petrol,5875,Front-wheel Drive,19,20,19,12.39
4622,4.1,6,Petrol,4695,Rear-wheel Drive,12,25,17,14.26
4623,1.6,4,Diesel,4654,Front-wheel Drive,18,37,26,9.53
4624,3.8,8,Petrol,5984,All-wheel Drive,17,22,19,12.51
4625,4.8,4,Diesel,5770,All-wheel Drive,25,41,32,7.13
4626,3.7,4,Petrol,2504,Front-wheel Drive,31,25,28,8.06
4627,2.3,4,Diesel,4029,All-wheel Drive,30,23,26,8.22
4628,3.0,6,Diesel,5815,Front-wheel Drive,11,36,22,10.43
4629,3.6,4,Diesel,3869,Rear-wheel Drive,34,42,37,7.1
4630,3.0,4,Petrol,3927,Rear-wheel Drive,19,37,27,8.61
4631,1.5,4,Diesel,2377,Rear-wheel Drive,33,41,36,6.57
4632,2.2,5,Petrol,4392,Front-wheel Drive,23,26,24,9.93
4633,4.2,4,Petrol,3229,Front-wheel Drive,14,49,29,7.93
4634,4.4,3,Petrol,5030,Rear-wheel Drive,31,21,26,9.48
4635,1.5,4,Petrol,4858,Front-wheel Drive,34,34,34,7.0
4636,4.8,4,Diesel,5304,Rear-wheel Drive,10,41,23,10.14
4637,2.3,6,Diesel,4110,All-wheel Drive,22,36,28,8.03
4638,3.6,3,Petrol,2848,Rear-wheel Drive,13,25,18,13.45
4639,4.0,4,Diesel,3392,Rear-wheel Drive,30,27,28,8.5
4640,4.2,6,Petrol,2779,Front-wheel Drive,18,27,22,10.7
4641,4.8,5,Diesel,5411,Front-wheel Drive,25,26,25,9.39
4642,2.3,4,Diesel,2865,Rear-wheel Drive,30,23,26,9.28
4643,4.4,6,Diesel,5639,All-wheel Drive,30,39,34,6.43
4644,1.5,4,Petrol,5632,Front-wheel Drive,28,24,26,8.53
4645,3.8,4,Diesel,4995,Front-wheel Drive,33,27,30,8.02
4646,4.0,8,Petrol,3930,Rear-wheel Drive,23,33,27,9.11
4647,3.7,8,Diesel,2538,All-wheel Drive,32,39,35,5.96
4648,2.0,4,Petrol,4952,Rear-wheel Drive,33,44,37,6.69
4649,4.5,4,Diesel,3105,Front-wheel Drive,29,22,25,10.06
4650,1.7,4,Petrol,3765,Front-wheel Drive,17,44,29,7.06
4651,1.2,3,Petrol,4595,All-wheel Drive,19,37,27,8.38
4652,3.9,3,Petrol,3965,Rear-wheel Drive,29,41,34,6.94
4653,2.9,4,Diesel,3755,Front-wheel Drive,10,34,20,12.98
4654,4.4,8,Diesel,4515,All-wheel Drive,29,40,33,6.98
4655,2.5,6,Hybrid,5445,All-wheel Drive,14,24,18,12.87
4656,1.7,4,Diesel,2233,All-wheel Drive,24,34,28,8.55
4657,4.3,4,Petrol,3180,All-wheel Drive,17,46,30,7.41
4658,3.2,3,Diesel,3987,Front-wheel Drive,19,25,21,11.2
4659,1.8,4,Petrol,4126,All-wheel Drive,15,29,21,11.12
4660,3.9,3,Diesel,3320,All-wheel Drive,24,42,32,8.02
4661,3.0,6,Diesel,5307,Front-wheel Drive,24,39,30,7.83
4662,3.4,4,Petrol,5611,Front-wheel Drive,19,34,25,10.6
4663,2.8,6,Diesel,5263,Rear-wheel Drive,30,39,34,6.26
4664,4.3,5,Diesel,5047,Front-wheel Drive,28,47,36,6.45
4665,4.3,4,Petrol,5735,All-wheel Drive,13,28,19,12.4
4666,3.8,4,Petrol,5684,Rear-wheel Drive,31,23,27,8.75
4667,1.4,5,Petrol,5983,All-wheel Drive,15,27,20,11.07
4668,4.4,8,Hybrid,2789,All-wheel Drive,24,45,33,7.29
4669,3.7,6,Petrol,5118,All-wheel Drive,15,32,22,9.85
4670,3.8,4,Petrol,2528,Front-wheel Drive,27,36,31,7.06
4671,2.5,4,Petrol,2896,Front-wheel Drive,20,23,21,10.84
4672,4.5,4,Petrol,5486,All-wheel Drive,21,21,21,11.5
4673,3.9,8,Diesel,4392,Front-wheel Drive,17,46,30,8.18
4674,1.5,6,Petrol,5595,Rear-wheel Drive,33,45,38,6.33
4675,2.6,5,Hybrid,2275,All-wheel Drive,31,24,27,8.48
4676,4.5,4,Petrol,2402,Rear-wheel Drive,23,21,22,11.18
4677,1.2,5,Petrol,5332,Rear-wheel Drive,13,35,22,10.49
4678,4.8,4,Petrol,4301,All-wheel Drive,27,42,33,6.63
4679,3.7,3,Hybrid,3038,Rear-wheel Drive,15,45,28,8.81
4680,3.5,4,Petrol,5048,Front-wheel Drive,15,42,27,7.56
4681,2.1,8,Petrol,4584,Front-wheel Drive,28,34,30,7.85
4682,2.0,5,Petrol,2162,Front-wheel Drive,11,44,25,9.1
4683,4.8,3,Petrol,3131,Front-wheel Drive,13,48,28,8.7
4684,2.2,6,Diesel,5894,Rear-wheel Drive,33,23,28,8.47
4685,4.1,4,Diesel,4110,Front-wheel Drive,14,34,23,10.18
4686,2.6,4,Petrol,2242,Front-wheel Drive,24,24,24,9.15
4687,1.6,4,Petrol,4350,Front-wheel Drive,12,22,16,14.73
4688,1.0,4,Diesel,2962,Rear-wheel Drive,25,33,28,8.56
4689,3.2,4,Petrol,3139,Front-wheel Drive,22,26,23,10.04
4690,4.9,4,Petrol,4001,All-wheel Drive,21,34,26,9.02
4691,2.5,6,Petrol,4367,All-wheel Drive,30,24,27,9.08
4692,2.4,4,Petrol,3045,Front-wheel Drive,18,28,22,10.39
4693,2.4,6,Petrol,3487,Front-wheel Drive,20,47,32,6.62
4694,3.1,4,Petrol,3486,Front-wheel Drive,17,32,23,10.64
4695,2.8,6,Petrol,2964,Front-wheel Drive,16,49,30,8.08
4696,4.5,5,Petrol,4537,Front-wheel Drive,13,26,18,13.43
4697,3.0,5,Diesel,4665,Front-wheel Drive,11,23,16,14.4
4698,3.0,4,Hybrid,5916,Front-wheel Drive,34,26,30,7.84
4699,1.6,5,Hybrid,4033,Rear-wheel Drive,28,20,24,9.94
4700,4.9,3,Diesel,4011,All-wheel Drive,31,34,32,7.68
4701,2.0,6,Petrol,2841,All-wheel Drive,32,34,32,7.55
4702,1.3,3,Petrol,5407,Rear-wheel Drive,21,37,28,8.11
4703,3.7,4,Diesel,4430,All-wheel Drive,12,34,21,11.23
4704,3.4,4,Petrol,5201,Rear-wheel Drive,28,49,37,5.75
4705,2.7,6,Petrol,3149,All-wheel Drive,12,22,16,14.78
4706,2.7,3,Petrol,2369,Rear-wheel Drive,28,24,26,9.93
4707,4.1,8,Petrol,4787,Rear-wheel Drive,28,47,36,5.63
4708,1.8,8,Diesel,3394,Rear-wheel Drive,16,24,19,12.27
4709,4.3,5,Diesel,4456,Rear-wheel Drive,23,35,28,8.28
4710,3.6,4,Diesel,2828,Rear-wheel Drive,30,42,35,6.8
4711,2.7,6,Diesel,4308,All-wheel Drive,13,44,26,8.88
4712,2.8,4,Petrol,4075,Front-wheel Drive,15,29,21,10.59
4713,2.0,4,Diesel,4896,Front-wheel Drive,23,44,32,7.52
4714,4.0,8,Petrol,2449,Front-wheel Drive,17,41,27,9.04
4715,3.1,8,Diesel,2526,All-wheel Drive,27,42,33,7.79
4716,2.3,8,Petrol,2182,All-wheel Drive,24,47,34,7.13
4717,3.4,4,Diesel,2375,Front-wheel Drive,28,32,29,8.6
4718,5.0,4,Hybrid,3829,Front-wheel Drive,27,34,30,7.4
4719,2.7,4,Petrol,4012,All-wheel Drive,24,27,25,9.09
4720,4.7,4,Petrol,5990,Rear-wheel Drive,32,39,35,5.76
4721,2.4,4,Petrol,2209,Front-wheel Drive,21,26,23,10.66
4722,1.2,4,Petrol,4573,Front-wheel Drive,27,33,29,8.02
4723,1.8,5,Petrol,2031,All-wheel Drive,14,25,18,13.22
4724,2.7,6,Diesel,4091,Front-wheel Drive,24,27,25,9.81
4725,1.9,6,Petrol,5525,Rear-wheel Drive,18,34,25,9.9
4726,1.0,6,Petrol,3371,Rear-wheel Drive,17,36,25,9.14
4727,4.7,3,Diesel,2885,Rear-wheel Drive,17,24,20,11.42
4728,4.4,3,Petrol,4163,Front-wheel Drive,12,31,20,11.54
4729,4.0,6,Petrol,5706,All-wheel Drive,22,32,26,8.52
4730,1.7,4,Diesel,2371,Front-wheel Drive,22,22,22,10.76
4731,1.5,4,Diesel,5537,Rear-wheel Drive,21,44,31,8.11
4732,1.3,3,Petrol,2994,Front-wheel Drive,24,44,33,6.21
4733,3.9,4,Petrol,4489,Front-wheel Drive,23,38,29,7.91
4734,4.7,5,Petrol,4661,Rear-wheel Drive,10,45,25,8.74
4735,2.7,6,Petrol,5075,Front-wheel Drive,11,49,28,7.98
4736,1.5,8,Petrol,3394,Rear-wheel Drive,32,47,38,5.95
4737,3.0,4,Diesel,3725,Front-wheel Drive,13,34,22,11.32
4738,2.4,4,Diesel,5056,Rear-wheel Drive,22,37,28,9.24
4739,2.5,6,Petrol,5515,Front-wheel Drive,19,40,28,8.77
4740,3.5,4,Petrol,3738,All-wheel Drive,30,39,34,6.97
4741,3.9,4,Petrol,2237,All-wheel Drive,22,26,23,10.29
4742,1.4,8,Petrol,4106,All-wheel Drive,10,47,26,9.43
4743,1.1,6,Diesel,3354,All-wheel Drive,20,33,25,9.81
4744,5.0,8,Diesel,4972,Rear-wheel Drive,27,43,34,7.23
4745,1.9,4,Petrol,2914,Front-wheel Drive,18,39,27,9.21
4746,1.2,4,Petrol,5728,All-wheel Drive,15,38,25,9.08
4747,1.8,6,Diesel,3539,Rear-wheel Drive,32,44,37,6.27
4748,1.2,4,Petrol,3963,All-wheel Drive,22,43,31,7.96
4749,2.6,6,Petrol,4819,Rear-wheel Drive,14,30,21,10.96
4750,4.2,4,Petrol,5002,Front-wheel Drive,34,46,39,7.15
4751,2.4,6,Petrol,3419,Rear-wheel Drive,19,26,22,11.03
4752,2.8,5,Petrol,5824,Front-wheel Drive,14,30,21,11.0
4753,3.7,4,Hybrid,2302,Front-wheel Drive,31,27,29,8.96
4754,3.0,4,Petrol,3926,Rear-wheel Drive,19,43,29,8.5
4755,4.4,5,Petrol,2980,All-wheel Drive,34,29,31,7.22
4756,4.5,5,Diesel,4528,Front-wheel Drive,14,43,27,8.81
4757,1.0,4,Petrol,2228,Front-wheel Drive,29,30,29,7.71
4758,4.1,6,Petrol,5211,Rear-wheel Drive,30,20,25,9.62
4759,2.8,4,Petrol,5910,Front-wheel Drive,20,39,28,7.87
4760,5.0,4,Petrol,2053,All-wheel Drive,14,29,20,11.83
4761,2.9,3,Diesel,4489,Front-wheel Drive,14,26,19,12.35
4762,4.9,8,Petrol,4622,All-wheel Drive,26,41,32,7.58
4763,4.0,4,Hybrid,5214,All-wheel Drive,30,22,26,9.35
4764,2.0,4,Diesel,3956,All-wheel Drive,14,38,24,10.1
4765,3.2,6,Petrol,3591,Front-wheel Drive,10,47,26,9.14
4766,5.0,4,Petrol,4632,Front-wheel Drive,22,23,22,10.18
4767,4.4,4,Petrol,3120,Front-wheel Drive,13,49,29,8.21
4768,1.4,4,Petrol,5941,All-wheel Drive,17,45,29,7.96
4769,3.8,6,Petrol,4639,All-wheel Drive,29,25,27,9.51
4770,2.4,4,Petrol,5870,Front-wheel Drive,32,49,39,6.38
4771,1.0,6,Hybrid,3294,Front-wheel Drive,15,20,17,12.97
4772,2.6,6,Petrol,2129,Rear-wheel Drive,24,45,33,7.25
4773,1.9,5,Petrol,3548,Front-wheel Drive,24,23,23,11.45
4774,4.3,6,Petrol,3783,Rear-wheel Drive,30,44,36,6.07
4775,2.3,4,Petrol,2516,All-wheel Drive,25,26,25,9.7
4776,4.3,4,Diesel,2943,Rear-wheel Drive,18,30,23,10.02
4777,1.0,5,Diesel,5488,All-wheel Drive,33,25,29,8.92
4778,2.2,8,Petrol,5615,Front-wheel Drive,14,46,28,8.07
4779,2.0,4,Diesel,4228,Front-wheel Drive,32,24,28,8.34
4780,1.9,4,Diesel,4665,Rear-wheel Drive,25,31,27,9.02
4781,1.3,4,Diesel,5055,All-wheel Drive,34,48,40,5.21
4782,1.7,4,Diesel,4284,Rear-wheel Drive,16,21,18,12.99
4783,3.2,3,Diesel,2511,Front-wheel Drive,12,37,23,10.5
4784,2.2,4,Petrol,4580,Front-wheel Drive,19,41,28,7.26
4785,2.7,4,Petrol,5009,Rear-wheel Drive,25,28,26,9.48
4786,2.5,4,Petrol,3980,Front-wheel Drive,30,33,31,7.03
4787,4.5,4,Petrol,3461,Front-wheel Drive,21,31,25,8.82
4788,4.6,5,Diesel,2224,Front-wheel Drive,18,28,22,11.33
4789,3.0,6,Petrol,4250,Front-wheel Drive,25,20,22,10.39
4790,2.3,8,Hybrid,5112,Front-wheel Drive,18,26,21,10.32
4791,1.4,4,Petrol,4902,Front-wheel Drive,33,26,29,8.22
4792,4.8,3,Diesel,4981,Front-wheel Drive,31,29,30,8.35
4793,1.2,8,Diesel,5744,Front-wheel Drive,32,21,27,8.29
4794,2.2,6,Diesel,5815,Rear-wheel Drive,16,49,30,7.99
4795,2.2,4,Diesel,2135,Rear-wheel Drive,20,47,32,7.35
4796,2.3,4,Petrol,3507,Front-wheel Drive,26,45,34,6.39
4797,1.7,4,Petrol,5875,All-wheel Drive,33,23,28,7.96
4798,4.1,4,Hybrid,3056,Rear-wheel Drive,31,48,38,6.5
4799,1.5,3,Petrol,3052,Rear-wheel Drive,32,27,29,8.53
4800,3.5,8,Petrol,3374,All-wheel Drive,19,41,28,8.45
4801,1.5,4,Petrol,5128,All-wheel Drive,24,46,33,5.67
4802,1.3,5,Petrol,5037,All-wheel Drive,19,33,25,10.38
4803,4.6,6,Diesel,3351,Rear-wheel Drive,11,32,20,12.61
4804,1.8,6,Diesel,4492,Rear-wheel Drive,25,35,29,8.49
4805,4.3,6,Hybrid,5929,Front-wheel Drive,16,26,20,11.24
4806,3.2,8,Petrol,3494,All-wheel Drive,33,29,31,6.97
4807,1.3,4,Petrol,3393,Front-wheel Drive,30,30,30,7.81
4808,4.8,8,Diesel,5763,All-wheel Drive,24,30,26,8.74
4809,2.0,6,Hybrid,2370,Rear-wheel Drive,26,49,36,7.11
4810,4.4,3,Hybrid,4986,Front-wheel Drive,31,25,28,8.9
4811,1.7,5,Diesel,2637,Front-wheel Drive,22,44,31,6.85
4812,4.4,5,Petrol,3659,Rear-wheel Drive,28,46,36,7.12
4813,1.1,8,Petrol,2921,All-wheel Drive,30,31,30,7.72
4814,3.0,4,Diesel,5443,Front-wheel Drive,34,29,31,7.25
4815,4.1,4,Diesel,5561,All-wheel Drive,32,45,37,6.33
4816,4.7,3,Diesel,3276,All-wheel Drive,17,28,21,10.6
4817,4.6,4,Petrol,4533,Rear-wheel Drive,31,41,35,7.34
4818,4.3,3,Diesel,5942,Front-wheel Drive,18,25,21,11.12
4819,4.6,4,Petrol,4305,All-wheel Drive,28,28,28,8.94
4820,1.8,6,Petrol,4486,Rear-wheel Drive,26,45,34,7.46
4821,2.1,4,Petrol,2601,Rear-wheel Drive,19,44,30,7.56
4822,2.2,4,Hybrid,4065,All-wheel Drive,23,22,22,10.75
4823,2.5,4,Petrol,2218,Rear-wheel Drive,21,26,23,9.86
4824,2.6,4,Petrol,2511,Front-wheel Drive,29,22,25,10.06
4825,3.2,4,Petrol,3201,Front-wheel Drive,33,39,35,6.47
4826,1.6,3,Diesel,2208,All-wheel Drive,31,49,39,6.36
4827,3.8,4,Petrol,3836,Front-wheel Drive,16,44,28,8.9
4828,1.7,3,Hybrid,4574,Front-wheel Drive,18,45,30,8.66
4829,2.2,4,Petrol,4282,Rear-wheel Drive,27,27,27,9.25
4830,3.0,4,Petrol,5206,All-wheel Drive,16,41,27,8.57
4831,4.2,4,Diesel,3232,All-wheel Drive,13,41,25,10.14
4832,4.0,3,Petrol,2210,Front-wheel Drive,32,27,29,8.64
4833,3.6,4,Petrol,5738,All-wheel Drive,17,32,23,9.52
4834,1.6,6,Petrol,5623,Rear-wheel Drive,27,21,24,10.35
4835,3.2,6,Diesel,2272,All-wheel Drive,24,33,28,8.62
4836,1.3,4,Petrol,5231,All-wheel Drive,16,24,19,12.31
4837,2.5,4,Petrol,4191,Front-wheel Drive,17,32,23,10.17
4838,2.7,5,Diesel,3726,Rear-wheel Drive,10,42,24,9.79
4839,1.2,3,Petrol,5579,All-wheel Drive,20,47,32,7.17
4840,2.1,6,Petrol,4781,Rear-wheel Drive,19,32,24,10.01
4841,4.8,8,Petrol,5405,Rear-wheel Drive,14,38,24,10.34
4842,4.8,6,Diesel,2501,Front-wheel Drive,34,43,38,5.66
4843,2.4,6,Petrol,4491,Front-wheel Drive,11,22,15,14.74
4844,1.2,6,Diesel,5825,All-wheel Drive,31,33,31,7.61
4845,1.7,5,Diesel,5944,Rear-wheel Drive,11,23,16,15.21
4846,2.6,5,Petrol,3873,Front-wheel Drive,28,45,35,7.07
4847,4.8,6,Hybrid,3109,Front-wheel Drive,25,29,26,8.82
4848,1.6,5,Petrol,4227,All-wheel Drive,20,25,22,10.57
4849,4.1,4,Petrol,5064,All-wheel Drive,23,25,23,9.28
4850,1.4,4,Diesel,5151,Rear-wheel Drive,31,21,26,9.73
4851,4.9,6,Petrol,3840,All-wheel Drive,14,21,17,13.61
4852,2.5,3,Petrol,3584,Front-wheel Drive,13,38,24,9.87
4853,4.1,5,Petrol,3177,All-wheel Drive,32,22,27,8.57
4854,2.4,8,Petrol,4226,Front-wheel Drive,28,39,32,6.92
4855,3.5,6,Petrol,4346,Front-wheel Drive,19,23,20,11.47
4856,1.8,8,Diesel,3349,Rear-wheel Drive,32,23,27,8.47
4857,1.6,5,Diesel,2754,Front-wheel Drive,18,45,30,7.52
4858,4.8,3,Petrol,5910,Front-wheel Drive,27,45,35,7.07
4859,4.7,6,Petrol,2008,Front-wheel Drive,14,30,21,11.57
4860,4.5,4,Petrol,5499,Front-wheel Drive,26,22,24,9.68
4861,3.5,4,Petrol,2191,All-wheel Drive,32,36,33,7.19
4862,4.2,4,Petrol,3113,All-wheel Drive,27,28,27,9.45
4863,1.3,4,Petrol,5073,Front-wheel Drive,30,33,31,6.8
4864,2.3,4,Petrol,5491,Front-wheel Drive,10,21,14,17.57
4865,2.3,4,Petrol,3026,Front-wheel Drive,23,33,27,9.51
4866,3.5,5,Diesel,4997,All-wheel Drive,23,22,22,11.08
4867,2.4,6,Petrol,5476,Front-wheel Drive,23,21,22,10.91
4868,1.6,4,Hybrid,2491,All-wheel Drive,10,41,23,10.45
4869,3.4,4,Diesel,5778,Front-wheel Drive,13,41,25,8.68
4870,4.3,5,Hybrid,3288,Front-wheel Drive,32,48,39,6.32
4871,2.5,5,Diesel,4827,Front-wheel Drive,16,20,17,14.39
4872,1.5,8,Diesel,5015,Front-wheel Drive,33,23,28,7.78
4873,1.8,3,Petrol,5314,Rear-wheel Drive,21,29,24,9.3
4874,1.9,6,Petrol,5065,Front-wheel Drive,22,34,27,9.44
4875,2.2,4,Diesel,2676,Rear-wheel Drive,34,40,36,6.41
4876,3.6,5,Diesel,4772,Front-wheel Drive,24,31,27,9.17
4877,3.4,3,Petrol,3956,Rear-wheel Drive,29,25,27,8.22
4878,3.8,4,Diesel,3383,All-wheel Drive,11,40,24,10.13
4879,2.5,4,Petrol,4242,Front-wheel Drive,23,22,22,11.01
4880,4.3,4,Petrol,2498,All-wheel Drive,21,22,21,10.16
4881,1.8,4,Petrol,4615,Front-wheel Drive,22,38,29,8.5
4882,2.9,6,Diesel,3640,All-wheel Drive,23,41,31,7.32
4883,4.2,6,Diesel,5284,Rear-wheel Drive,12,39,24,9.97
4884,1.7,4,Diesel,3854,Rear-wheel Drive,34,23,29,7.99
4885,1.4,4,Diesel,2153,Front-wheel Drive,22,38,29,8.6
4886,4.5,4,Petrol,5799,Front-wheel Drive,17,33,24,10.36
4887,2.4,8,Hybrid,3069,Rear-wheel Drive,25,23,24,10.51
4888,3.7,4,Petrol,2180,All-wheel Drive,15,27,20,12.4
4889,1.1,4,Diesel,3595,All-wheel Drive,20,38,28,8.93
4890,3.8,4,Petrol,5827,All-wheel Drive,24,45,33,7.06
4891,2.3,5,Petrol,2225,Front-wheel Drive,28,38,32,7.27
4892,1.2,4,Diesel,5103,Front-wheel Drive,33,41,36,6.29
4893,3.4,3,Diesel,2346,All-wheel Drive,11,20,15,15.31
4894,2.0,6,Petrol,4493,All-wheel Drive,20,45,31,6.81
4895,2.5,6,Diesel,4222,Front-wheel Drive,29,41,34,7.22
4896,1.3,5,Petrol,2828,Front-wheel Drive,29,34,31,7.58
4897,1.6,3,Petrol,3629,All-wheel Drive,18,30,23,10.32
4898,2.2,4,Diesel,3923,Rear-wheel Drive,33,28,30,8.19
4899,1.4,8,Petrol,5201,All-wheel Drive,32,22,27,8.73
4900,4.6,6,Diesel,3686,Front-wheel Drive,13,37,23,10.05
4901,1.0,4,Petrol,3846,All-wheel Drive,32,38,34,6.82
4902,2.9,4,Petrol,5368,Front-wheel Drive,26,35,30,7.54
4903,1.5,4,Petrol,2251,Rear-wheel Drive,33,35,33,7.64
4904,2.2,4,Petrol,3475,Front-wheel Drive,17,47,30,7.17
4905,4.7,5,Petrol,3444,Rear-wheel Drive,34,22,28,8.62
4906,1.6,8,Diesel,4698,All-wheel Drive,34,37,35,6.78
4907,4.9,4,Hybrid,3955,Rear-wheel Drive,25,32,28,7.72
4908,1.8,3,Diesel,4531,All-wheel Drive,10,46,26,8.96
4909,4.0,6,Diesel,3806,Front-wheel Drive,19,39,28,8.72
4910,3.2,3,Petrol,5428,Rear-wheel Drive,16,27,20,11.66
4911,4.5,8,Petrol,5906,All-wheel Drive,24,26,24,9.42
4912,3.2,5,Petrol,2623,All-wheel Drive,10,45,25,9.44
4913,3.1,8,Petrol,2157,Rear-wheel Drive,31,44,36,5.81
4914,1.8,4,Diesel,2568,All-wheel Drive,25,43,33,6.85
4915,1.7,3,Petrol,3725,Front-wheel Drive,30,48,38,5.62
4916,4.7,4,Petrol,5616,Rear-wheel Drive,11,42,24,9.92
4917,2.3,4,Petrol,5904,All-wheel Drive,12,41,25,9.95
4918,2.5,4,Petrol,5072,All-wheel Drive,24,38,30,8.06
4919,4.0,8,Petrol,3666,Rear-wheel Drive,33,45,38,7.04
4920,2.4,6,Diesel,2008,Front-wheel Drive,27,39,32,7.88
4921,4.8,5,Petrol,2508,Front-wheel Drive,24,43,32,6.91
4922,4.0,4,Diesel,2543,All-wheel Drive,13,31,21,11.1
4923,3.4,6,Petrol,4636,All-wheel Drive,12,37,23,10.43
4924,4.5,6,Diesel,4039,Front-wheel Drive,16,34,24,9.44
4925,1.2,4,Diesel,4860,All-wheel Drive,33,31,32,7.59
4926,2.0,8,Diesel,2094,Front-wheel Drive,29,25,27,8.92
4927,2.9,4,Petrol,4744,Front-wheel Drive,31,48,38,6.34
4928,1.9,4,Petrol,3300,Rear-wheel Drive,28,36,31,7.55
4929,4.0,3,Hybrid,3558,Front-wheel Drive,32,42,36,6.03
4930,4.7,6,Petrol,2972,All-wheel Drive,17,23,19,12.58
4931,2.7,5,Petrol,4969,Front-wheel Drive,16,31,22,10.73
4932,2.4,4,Petrol,5032,Front-wheel Drive,13,36,23,9.86
4933,4.8,4,Diesel,2116,Rear-wheel Drive,19,40,28,8.43
4934,2.8,3,Petrol,3479,All-wheel Drive,34,24,29,7.93
4935,3.0,4,Diesel,2359,Front-wheel Drive,19,48,32,7.6
4936,2.4,4,Petrol,3053,Rear-wheel Drive,24,25,24,10.05
4937,4.6,4,Petrol,5954,Front-wheel Drive,33,34,33,6.87
4938,3.3,4,Petrol,4372,Front-wheel Drive,31,47,38,6.17
4939,4.0,6,Petrol,3943,Front-wheel Drive,27,27,27,8.47
4940,4.2,4,Petrol,2073,Rear-wheel Drive,19,39,28,9.12
4941,2.4,6,Petrol,2978,Rear-wheel Drive,32,35,33,6.96
4942,2.7,3,Petrol,5903,Front-wheel Drive,18,32,24,9.95
4943,4.4,4,Diesel,3442,Rear-wheel Drive,34,47,39,6.93
4944,2.5,4,Petrol,5989,Rear-wheel Drive,34,42,37,5.1
4945,4.2,4,Petrol,2806,Rear-wheel Drive,18,46,30,8.16
4946,4.8,4,Petrol,5894,Front-wheel Drive,31,34,32,7.61
4947,3.5,6,Petrol,5813,All-wheel Drive,25,39,31,7.28
4948,4.0,8,Petrol,3286,Rear-wheel Drive,26,49,36,5.84
4949,4.2,3,Petrol,5517,Front-wheel Drive,25,32,28,8.18
4950,4.4,4,Diesel,2550,Front-wheel Drive,15,34,23,10.09
4951,2.6,8,Petrol,4451,All-wheel Drive,14,21,17,14.01
4952,1.2,3,Diesel,4151,All-wheel Drive,16,43,28,7.71
4953,2.6,5,Petrol,5511,All-wheel Drive,22,40,30,7.36
4954,3.7,8,Diesel,3887,All-wheel Drive,17,45,29,7.87
4955,2.8,8,Petrol,4753,Rear-wheel Drive,10,39,23,11.24
4956,4.0,4,Petrol,4190,Front-wheel Drive,19,47,31,7.4
4957,2.4,4,Diesel,4761,Front-wheel Drive,29,49,38,5.79
4958,3.5,4,Petrol,2916,Rear-wheel Drive,29,37,32,7.75
