HouseID,Price,SquareFeet,Bedrooms,Bathrooms,GarageSize,YearBuilt,LotSize,Stories,Fireplaces,Pool,Basement,RoofType,HeatingType,Cooling,Neighborhood,Condition,Renovated,DistanceToCityCenter,SchoolRating,Age
9607,697000.0,3535,2,1.5,1,1998,2839,2,2,0,1,Metal,Baseboard,1,Urban,Good,1,3.8,8,27
9608,639700.0,3018,1,2.8,2,1975,6472,1,1,0,0,Flat,ForcedAir,1,Urban,Good,1,28.8,5,50
9609,441700.0,1952,2,1.7,3,1981,14693,2,2,0,1,Flat,Radiant,1,Rural,Fair,1,23.0,4,44
9610,360300.0,856,6,3.3,2,1983,2547,1,0,0,0,Flat,Baseboard,1,Suburban,Good,1,19.0,8,42
9611,520300.0,2004,5,2.9,0,1994,19538,1,2,0,1,Flat,Baseboard,1,Suburban,Good,1,7.4,6,31
9612,276100.0,943,5,2.7,1,1986,6173,1,0,0,1,Metal,HeatPump,1,Suburban,Poor,0,18.2,7,39
9613,322200.0,1167,4,3.5,2,1955,18867,1,2,0,1,Metal,HeatPump,1,Urban,Good,0,13.2,6,70
9614,531300.0,2282,3,2.5,1,1980,18804,2,2,1,1,Flat,ForcedAir,0,Suburban,Very Good,0,10.5,6,45
9615,478200.0,1415,3,1.8,3,2014,18310,1,2,0,1,Tile,HeatPump,1,Suburban,Excellent,1,29.4,7,11
9616,834100.0,4438,3,2.9,3,1958,3067,3,2,1,1,Flat,Radiant,1,Urban,Good,0,12.2,5,67
9617,761000.0,4128,2,3.9,1,1970,9783,1,1,0,1,Tile,Radiant,1,Rural,Very Good,0,8.5,2,55
9618,815500.0,4027,2,2.8,3,2016,15243,1,1,0,1,Flat,ForcedAir,1,Suburban,Good,0,14.7,9,9
9619,562700.0,2388,3,2.9,3,1991,19075,2,1,0,1,Shingle,ForcedAir,0,Urban,Excellent,0,18.9,4,34
9620,700100.0,3289,4,3.8,3,1995,13393,1,0,0,1,Shingle,Radiant,1,Urban,Good,1,29.2,3,30
9621,649500.0,3803,1,2.5,2,1954,14176,1,0,0,1,Flat,Radiant,1,Suburban,Good,0,6.5,8,71
9622,483200.0,1498,6,4.0,3,1986,13508,1,1,0,0,Shingle,HeatPump,1,Urban,Good,1,10.8,8,39
9623,642600.0,3623,2,1.5,1,1978,12467,3,1,0,1,Shingle,Radiant,0,Suburban,Very Good,0,28.7,3,47
9624,429000.0,1744,3,2.6,3,1998,16547,1,1,0,1,Metal,ForcedAir,1,Suburban,Very Good,0,18.5,2,27
9625,913000.0,4681,5,1.6,1,1974,19053,2,2,0,1,Flat,ForcedAir,1,Suburban,Good,1,10.1,10,51
9626,370300.0,1722,2,2.4,1,1959,16145,1,1,1,0,Metal,Baseboard,1,Suburban,Good,0,12.6,1,66
9627,503400.0,2546,1,1.5,2,1964,14698,2,1,0,1,Metal,Baseboard,1,Suburban,Poor,0,22.1,10,61
9628,899800.0,4920,2,1.7,1,1979,15204,1,1,0,1,Tile,ForcedAir,1,Urban,Fair,0,4.2,7,46
9629,689000.0,3653,1,1.6,2,2008,6824,1,1,0,1,Metal,HeatPump,1,Suburban,Excellent,1,13.2,1,17
9630,495300.0,2359,1,2.0,1,2004,2388,1,0,0,1,Metal,Baseboard,1,Urban,Good,0,11.8,10,21
9631,416600.0,1883,2,1.4,1,2004,6841,3,0,0,0,Shingle,Baseboard,1,Rural,Poor,0,6.1,6,21
9632,818300.0,4338,1,3.4,2,2018,4066,1,0,0,0,Shingle,Baseboard,1,Suburban,Excellent,0,18.8,2,7
9633,290400.0,1233,2,1.7,2,1963,14520,1,2,1,1,Metal,HeatPump,1,Urban,Very Good,0,15.8,2,62
9634,752100.0,3726,2,2.2,1,2005,5078,3,0,0,1,Shingle,HeatPump,1,Urban,Fair,1,2.1,9,20
9635,462800.0,1889,4,1.0,1,2010,2854,3,0,1,1,Flat,ForcedAir,1,Suburban,Fair,0,10.4,1,15
9636,676800.0,3757,5,1.3,0,1954,19535,1,1,0,0,Shingle,HeatPump,0,Suburban,Good,0,3.0,1,71
9637,721100.0,3412,6,3.7,1,1955,2040,2,2,0,1,Metal,Baseboard,1,Suburban,Excellent,0,24.5,10,70
9638,876100.0,4991,1,3.5,2,1962,8732,1,1,0,1,Shingle,Baseboard,1,Suburban,Fair,0,22.8,6,63
9639,852000.0,4559,2,3.5,1,1989,5802,1,2,0,1,Metal,ForcedAir,1,Suburban,Poor,1,9.5,10,36
9640,640400.0,2889,1,2.2,0,2008,15772,2,1,0,1,Flat,HeatPump,1,Rural,Good,0,16.1,1,17
9641,494900.0,2702,2,1.4,1,1962,11150,2,0,0,1,Shingle,Baseboard,0,Urban,Good,0,19.6,1,63
9642,734000.0,3367,6,1.3,3,1995,15457,1,2,0,1,Metal,Radiant,1,Suburban,Fair,1,26.4,4,30
9643,571800.0,2798,2,2.8,0,1972,6909,1,0,0,1,Tile,HeatPump,1,Urban,Good,0,11.9,4,53
9644,705900.0,3914,2,3.5,2,1970,9646,2,1,0,1,Flat,Baseboard,1,Urban,Poor,0,3.6,6,55
9645,824300.0,3794,5,3.7,3,2021,19450,2,1,0,1,Shingle,HeatPump,1,Urban,Very Good,0,3.9,2,4
9646,578900.0,2810,1,1.9,2,1983,10911,1,0,0,1,Tile,HeatPump,1,Suburban,Good,0,10.6,9,42
9647,601500.0,2691,5,2.0,1,2002,3073,1,2,0,1,Metal,Baseboard,0,Rural,Fair,1,18.7,2,23
9648,485400.0,1630,5,1.3,0,1980,5348,1,1,0,1,Shingle,Baseboard,1,Urban,Very Good,0,4.6,9,45
9649,349200.0,848,5,3.3,2,2015,10221,1,0,0,1,Tile,HeatPump,1,Rural,Very Good,1,15.6,1,10
9650,453100.0,1978,5,1.8,1,2017,5968,1,0,0,0,Tile,Baseboard,0,Suburban,Good,0,26.9,3,8
9651,769000.0,3833,4,2.4,2,1975,7828,1,1,0,1,Tile,Baseboard,1,Rural,Excellent,0,29.6,2,50
9652,282400.0,870,1,3.8,3,1963,14103,1,0,1,1,Shingle,Radiant,1,Rural,Good,0,11.8,4,62
9653,196300.0,866,1,3.3,1,1974,6308,2,1,0,0,Tile,HeatPump,1,Urban,Poor,0,1.5,3,51
9654,572400.0,2577,2,1.2,0,2013,3169,1,0,0,1,Flat,ForcedAir,1,Suburban,Good,0,17.8,10,12
9655,637700.0,3028,1,1.0,1,2018,10674,2,0,0,1,Tile,HeatPump,0,Suburban,Excellent,0,29.9,4,7
9656,643100.0,2589,6,3.4,2,2017,8591,2,0,0,1,Shingle,Baseboard,0,Urban,Good,1,24.6,4,8
9657,375900.0,1412,5,2.7,1,1969,13347,2,0,0,1,Shingle,ForcedAir,1,Urban,Good,0,24.7,8,56
9658,614500.0,2686,3,3.2,2,1992,18299,1,1,0,1,Metal,HeatPump,1,Urban,Good,1,15.6,2,33
9659,444600.0,2422,1,1.5,0,1954,18675,2,2,0,1,Shingle,HeatPump,0,Rural,Good,1,3.7,3,71
9660,400000.0,1496,3,3.6,2,1981,15702,1,1,0,0,Flat,Baseboard,1,Urban,Very Good,0,28.8,4,44
9661,564100.0,2037,6,3.3,3,1994,17204,2,1,0,1,Shingle,HeatPump,1,Suburban,Very Good,1,17.4,9,31
9662,655100.0,3206,4,3.7,2,1992,13235,1,0,1,1,Tile,HeatPump,0,Urban,Good,0,10.9,4,33
9663,337700.0,1048,2,2.0,0,2020,4828,2,2,0,0,Flat,Baseboard,0,Rural,Fair,0,12.6,7,5
9664,411400.0,1437,2,1.8,3,1971,5020,2,0,0,1,Shingle,Radiant,0,Suburban,Very Good,1,11.2,6,54
9665,384300.0,1749,2,1.5,0,1990,13086,1,1,0,0,Flat,HeatPump,1,Suburban,Good,0,22.2,5,35
9666,635900.0,2704,4,3.8,1,2007,13259,3,1,0,0,Tile,Baseboard,1,Suburban,Good,1,15.0,10,18
9667,868100.0,4387,5,1.5,0,2008,14719,1,1,0,1,Shingle,ForcedAir,1,Urban,Excellent,1,5.9,3,17
9668,448200.0,1911,3,1.4,3,1977,4738,1,2,0,0,Flat,Baseboard,0,Suburban,Very Good,0,18.9,8,48
9669,333600.0,975,1,1.6,2,2004,5003,3,0,0,1,Tile,ForcedAir,1,Rural,Fair,0,5.6,8,21
9670,473000.0,1522,5,3.3,1,2000,6489,1,2,0,1,Shingle,Radiant,1,Urban,Very Good,0,1.2,5,25
9671,894500.0,4642,2,3.7,0,1985,16059,1,0,1,1,Flat,Radiant,0,Rural,Excellent,0,22.4,8,40
9672,873600.0,4474,2,3.4,2,2017,8168,1,1,0,1,Metal,ForcedAir,1,Rural,Very Good,0,16.3,6,8
9673,553200.0,2747,5,2.7,0,1992,16524,2,0,0,0,Tile,ForcedAir,1,Suburban,Good,0,21.9,3,33
9674,406800.0,1502,3,4.0,2,1955,9236,1,1,0,1,Shingle,HeatPump,1,Rural,Very Good,1,23.5,7,70
9675,606100.0,2928,5,1.2,0,2000,2452,1,0,0,1,Shingle,HeatPump,1,Urban,Fair,0,11.9,1,25
9676,477200.0,1726,4,3.6,1,2002,5118,1,0,0,1,Tile,HeatPump,1,Suburban,Fair,0,15.0,6,23
9677,779500.0,4304,2,2.3,1,1960,5708,1,2,1,1,Flat,ForcedAir,1,Suburban,Fair,0,20.4,3,65
9678,709200.0,3317,3,2.4,1,1999,10774,2,2,0,1,Metal,Radiant,1,Urban,Poor,1,13.3,7,26
9679,621600.0,3197,1,1.4,2,1966,8999,2,2,0,0,Tile,Radiant,0,Rural,Excellent,1,8.1,5,59
9680,456200.0,1949,2,1.1,1,1995,2455,1,2,1,1,Flat,Radiant,1,Urban,Poor,0,27.8,6,30
9681,829100.0,4180,5,1.9,1,1995,15725,2,1,0,0,Metal,ForcedAir,1,Urban,Good,0,26.4,5,30
9682,534900.0,2678,3,1.5,1,1990,14062,2,1,0,0,Shingle,Radiant,1,Urban,Good,0,28.2,4,35
9683,470500.0,2053,2,2.5,2,2000,13663,1,2,0,1,Shingle,Radiant,1,Urban,Fair,0,1.8,6,25
9684,471900.0,2283,1,1.4,1,1960,6443,3,2,1,1,Tile,HeatPump,1,Suburban,Good,0,26.5,2,65
9685,292500.0,1109,1,1.4,3,2000,11408,2,2,0,1,Metal,Baseboard,1,Urban,Fair,0,18.8,4,25
9686,946800.0,4752,6,3.6,1,1976,13709,1,2,0,0,Flat,Radiant,1,Urban,Good,1,14.2,8,49
9687,785100.0,3849,5,3.8,0,1998,17090,2,1,0,1,Shingle,Baseboard,1,Suburban,Good,0,25.4,3,27
9688,583500.0,2364,4,3.9,2,1965,15782,2,0,0,1,Flat,Baseboard,1,Urban,Good,1,21.9,9,60
9689,546500.0,2300,5,3.0,1,1999,19247,1,1,0,1,Metal,ForcedAir,1,Urban,Excellent,0,24.4,4,26
9690,263300.0,815,3,3.3,1,1964,10446,3,1,0,1,Metal,HeatPump,0,Rural,Fair,1,27.3,3,61
9691,434800.0,1405,5,3.5,1,2003,8236,1,2,0,1,Metal,ForcedAir,1,Urban,Excellent,0,7.8,8,22
9692,498000.0,2181,3,3.0,0,1963,10762,2,0,1,1,Shingle,ForcedAir,1,Urban,Good,0,13.2,3,62
9693,775600.0,4183,6,2.0,0,1975,14552,2,1,0,1,Tile,Radiant,0,Urban,Good,1,3.3,6,50
9694,455600.0,1694,6,1.5,0,1989,11054,3,2,0,1,Flat,Radiant,1,Suburban,Good,0,22.1,9,36
9695,516900.0,2367,6,1.7,1,1967,4838,2,1,0,1,Metal,Radiant,0,Suburban,Fair,0,7.2,6,58
9696,344000.0,1213,4,3.5,2,1975,4925,3,0,0,1,Tile,ForcedAir,1,Urban,Good,0,3.7,7,50
9697,894300.0,4920,6,3.1,2,1967,4132,2,1,0,1,Tile,ForcedAir,1,Urban,Good,0,13.8,7,58
9698,578000.0,2804,5,2.4,0,1950,13027,2,2,0,1,Metal,Baseboard,0,Urban,Poor,1,28.8,9,75
9699,290700.0,1115,1,1.1,1,1965,9020,2,2,0,0,Flat,ForcedAir,1,Suburban,Good,0,10.7,10,60
9700,756200.0,3855,3,1.8,2,1970,16392,2,0,0,0,Flat,Baseboard,1,Suburban,Excellent,0,27.1,9,55
9701,596100.0,2649,3,3.2,1,2021,2915,2,2,0,1,Shingle,Radiant,0,Urban,Fair,0,23.1,6,4
9702,573000.0,2753,1,2.5,3,2015,2379,1,0,0,0,Tile,HeatPump,1,Urban,Good,0,30.0,2,10
9703,323300.0,1188,5,2.3,0,1952,10396,1,0,1,1,Metal,HeatPump,1,Urban,Fair,0,14.2,5,73
9704,723100.0,3569,4,1.9,0,1957,17009,1,2,0,1,Shingle,ForcedAir,0,Rural,Good,1,8.2,7,68
9705,735700.0,3846,2,2.8,3,1967,8071,2,2,0,1,Metal,ForcedAir,1,Urban,Fair,0,20.4,4,58
9706,688000.0,3215,5,3.9,1,1974,9795,3,1,0,1,Shingle,HeatPump,1,Urban,Very Good,0,5.8,10,51
9707,715300.0,3189,6,3.7,2,2021,6670,2,1,0,1,Shingle,Baseboard,1,Rural,Poor,1,8.9,4,4
9708,303200.0,1103,5,1.1,2,1967,4205,2,1,0,0,Shingle,Radiant,1,Suburban,Good,0,23.2,2,58
9709,332400.0,1563,3,2.4,3,1973,2195,1,1,0,1,Shingle,Radiant,0,Rural,Fair,0,27.2,2,52
9710,621400.0,2773,3,2.0,0,2018,17094,2,0,0,1,Flat,ForcedAir,1,Suburban,Good,0,10.6,9,7
9711,391900.0,1615,4,2.5,1,1975,13779,3,2,0,1,Tile,Radiant,1,Rural,Very Good,0,24.7,2,50
9712,373200.0,1677,6,2.8,3,1960,9637,2,0,1,1,Tile,Radiant,0,Urban,Good,0,14.1,2,65
9713,651800.0,3126,4,1.6,3,1953,16154,2,0,0,1,Shingle,Radiant,1,Urban,Excellent,0,16.2,8,72
9714,686400.0,3229,4,3.3,0,1959,7628,2,2,0,0,Tile,ForcedAir,1,Urban,Excellent,0,5.4,8,66
9715,555100.0,2860,1,2.4,2,1961,4911,2,1,0,1,Metal,HeatPump,1,Suburban,Good,0,23.0,3,64
9716,490000.0,2379,2,4.0,1,1961,5913,2,1,0,1,Tile,Baseboard,1,Suburban,Good,0,6.1,3,64
9717,589200.0,3001,2,1.1,1,1954,17082,1,0,0,1,Flat,Radiant,0,Rural,Excellent,1,24.3,5,71
9718,810600.0,4397,6,1.6,0,1954,6842,1,0,0,1,Shingle,Baseboard,1,Suburban,Very Good,0,3.6,6,71
9719,515600.0,2003,4,3.1,1,1972,16334,1,1,0,0,Flat,Radiant,1,Suburban,Very Good,0,22.7,8,53
9720,689800.0,3224,3,3.1,1,2005,13511,3,1,1,1,Tile,Radiant,1,Suburban,Fair,0,24.4,5,20
9721,881400.0,4675,2,2.7,1,1995,13258,2,0,0,1,Flat,Baseboard,1,Suburban,Fair,0,1.5,6,30
9722,731600.0,3623,5,3.9,1,1951,4437,1,0,0,1,Tile,Radiant,1,Urban,Good,1,3.5,7,74
9723,697900.0,4085,1,2.2,0,1950,17474,1,2,0,0,Flat,ForcedAir,1,Suburban,Good,0,2.9,7,75
9724,593400.0,2863,3,2.3,1,1962,14256,2,0,0,1,Flat,Baseboard,1,Urban,Good,0,17.0,8,63
9725,622700.0,2779,1,3.7,2,2009,16093,1,1,0,1,Flat,HeatPump,1,Rural,Very Good,0,29.9,8,16
9726,798100.0,3931,5,2.6,0,1985,16579,1,1,1,1,Flat,ForcedAir,1,Suburban,Good,0,29.6,8,40
9727,793200.0,3892,2,2.1,1,2011,3255,1,2,0,1,Shingle,HeatPump,1,Urban,Fair,0,20.1,5,14
9728,859800.0,4464,1,3.2,3,2012,8789,1,2,0,1,Metal,HeatPump,0,Urban,Good,0,24.8,10,13
9729,733000.0,3136,6,2.9,0,2016,19042,2,1,0,1,Flat,HeatPump,1,Suburban,Very Good,0,13.7,7,9
9730,763100.0,4414,1,1.9,2,1965,2244,1,2,0,1,Flat,Baseboard,1,Suburban,Good,0,9.6,6,60
9731,318900.0,1297,1,1.9,1,1989,14394,1,0,0,1,Flat,HeatPump,1,Urban,Fair,0,16.8,1,36
9732,894900.0,4617,5,2.2,1,1997,3221,1,2,0,1,Metal,Baseboard,1,Urban,Fair,0,14.2,6,28
9733,316800.0,931,3,1.2,3,1995,7261,2,0,0,1,Tile,ForcedAir,1,Suburban,Excellent,0,24.6,5,30
9734,463200.0,1657,3,3.8,3,1954,7197,1,1,0,1,Shingle,ForcedAir,1,Urban,Excellent,0,4.1,10,71
9735,334600.0,1320,5,1.5,0,1974,19757,1,1,0,0,Metal,Baseboard,0,Urban,Very Good,0,22.1,8,51
9736,288200.0,829,1,1.6,0,1987,14076,1,2,0,0,Tile,Radiant,1,Suburban,Good,0,5.6,10,38
9737,797400.0,4196,1,2.9,0,2003,3191,2,2,0,1,Shingle,HeatPump,1,Suburban,Good,0,15.1,6,22
9738,612200.0,2060,4,3.2,3,2022,15717,2,2,0,1,Flat,ForcedAir,1,Urban,Good,1,2.1,9,3
9739,554600.0,2358,6,3.2,0,1994,11090,2,1,0,0,Metal,HeatPump,0,Suburban,Fair,0,23.3,5,31
9740,286600.0,815,2,2.1,0,1988,4460,3,1,0,1,Metal,HeatPump,1,Urban,Good,0,28.2,6,37
9741,809000.0,4405,2,3.6,1,1977,2047,2,1,0,0,Shingle,ForcedAir,1,Urban,Very Good,0,12.9,8,48
9742,537000.0,2407,3,2.6,0,2002,9405,2,0,0,1,Shingle,Baseboard,1,Urban,Fair,1,14.9,4,23
9743,897800.0,4317,5,2.3,0,2003,14807,1,0,0,1,Tile,ForcedAir,1,Rural,Good,1,15.4,10,22
9744,546100.0,2816,1,3.4,3,1969,19072,2,2,0,1,Flat,Baseboard,0,Suburban,Poor,1,12.9,3,56
9745,801000.0,4374,6,1.7,0,2004,5204,3,1,0,0,Tile,HeatPump,1,Urban,Fair,0,1.8,3,21
9746,575000.0,2543,2,3.6,2,2014,13952,2,1,0,1,Tile,ForcedAir,1,Suburban,Good,0,27.6,2,11
9747,882600.0,4591,5,2.6,3,1971,11413,2,2,0,0,Metal,HeatPump,1,Suburban,Fair,0,7.4,9,54
9748,916300.0,4434,5,3.7,1,2000,7646,3,0,0,0,Metal,HeatPump,0,Suburban,Good,0,18.7,9,25
9749,441700.0,1888,1,1.6,0,2021,10281,1,1,1,1,Metal,Baseboard,1,Urban,Fair,0,8.7,2,4
9750,505700.0,2161,6,3.8,1,1961,2620,2,0,0,1,Flat,ForcedAir,1,Urban,Good,0,4.9,3,64
9751,817000.0,4172,5,3.1,1,2008,5604,1,1,1,0,Metal,Radiant,1,Suburban,Good,0,25.5,3,17
9752,363700.0,1275,2,2.9,0,2003,19928,2,1,1,1,Flat,Baseboard,1,Suburban,Poor,1,8.2,3,22
9753,504600.0,2089,4,2.3,2,2002,10622,3,2,0,0,Tile,HeatPump,1,Urban,Poor,0,5.4,8,23
9754,402700.0,1128,2,3.9,2,1987,15675,1,0,0,1,Flat,ForcedAir,1,Suburban,Excellent,1,9.7,3,38
9755,915000.0,4844,6,2.3,1,1961,2317,1,2,0,1,Flat,Baseboard,1,Urban,Good,0,21.9,9,64
9756,579900.0,2639,4,2.5,0,2022,12072,1,1,0,1,Shingle,Baseboard,1,Urban,Very Good,0,18.8,1,3
9757,489000.0,1986,5,3.3,1,1956,2705,1,0,0,1,Tile,Radiant,1,Rural,Fair,0,9.9,9,69
9758,833500.0,4214,2,1.9,3,2017,2617,2,1,0,0,Flat,Baseboard,0,Rural,Good,0,14.1,7,8
9759,822400.0,4336,1,1.9,1,1978,4919,2,2,0,1,Metal,HeatPump,1,Urban,Very Good,0,29.8,9,47
9760,612600.0,2573,6,3.3,3,1994,19039,1,2,0,1,Tile,Radiant,1,Rural,Good,0,8.5,9,31
9761,572700.0,2863,5,1.4,0,1959,10866,1,2,1,0,Tile,Radiant,1,Urban,Good,1,19.2,1,66
9762,503600.0,2644,1,3.5,2,1953,6683,1,0,0,0,Flat,Radiant,1,Suburban,Good,0,19.5,6,72
9763,698400.0,3358,4,2.9,1,1973,2534,2,0,0,1,Metal,Baseboard,1,Suburban,Good,1,28.5,9,52
9764,491500.0,2062,3,2.6,1,1975,11744,1,1,0,1,Tile,Baseboard,0,Suburban,Very Good,0,23.4,10,50
9765,758500.0,4091,3,1.7,1,2005,16349,2,1,0,1,Metal,HeatPump,1,Suburban,Poor,0,29.6,4,20
9766,474700.0,1818,4,3.4,1,2021,9264,1,2,0,1,Tile,Baseboard,1,Suburban,Good,0,24.8,3,4
9767,542100.0,2589,3,3.4,1,1972,19583,1,2,0,0,Metal,ForcedAir,1,Urban,Very Good,1,5.1,1,53
9768,835200.0,4324,6,2.4,0,1958,15317,1,0,0,1,Metal,Baseboard,1,Suburban,Excellent,0,17.9,3,67
9769,820600.0,4304,5,2.2,2,1974,16102,1,2,0,1,Shingle,ForcedAir,1,Urban,Very Good,1,14.2,5,51
9770,403900.0,1606,5,1.7,3,1981,18687,2,2,0,0,Shingle,Radiant,0,Suburban,Poor,0,17.2,4,44
9771,741000.0,3466,6,3.3,0,1956,9856,2,2,0,1,Flat,ForcedAir,1,Suburban,Fair,0,17.1,8,69
9772,388200.0,1204,2,2.9,3,2008,15799,3,0,0,1,Flat,ForcedAir,1,Urban,Very Good,0,2.1,5,17
9773,370100.0,1393,5,1.6,0,2008,2677,2,0,0,0,Metal,Radiant,1,Suburban,Poor,0,13.1,7,17
9774,962800.0,4749,3,3.4,0,2011,9861,1,0,1,1,Flat,Radiant,1,Suburban,Very Good,0,25.0,9,14
9775,938100.0,4907,6,3.6,3,1966,19424,2,0,0,0,Shingle,ForcedAir,1,Rural,Good,0,18.3,9,59
9776,797900.0,4080,1,1.2,2,1984,18149,2,1,0,1,Tile,Radiant,1,Urban,Very Good,0,7.8,3,41
9777,631800.0,3012,2,3.3,0,2007,13967,1,0,0,1,Shingle,Radiant,0,Urban,Good,0,16.3,4,18
9778,521200.0,2342,1,3.6,3,1978,17342,2,0,0,1,Flat,HeatPump,0,Rural,Good,0,28.2,5,47
9779,446600.0,1413,3,4.0,2,2012,6364,1,2,1,1,Tile,ForcedAir,1,Suburban,Fair,0,2.5,1,13
9780,390700.0,1668,1,1.7,1,2005,5028,1,0,0,1,Flat,Radiant,0,Suburban,Good,0,20.2,6,20
9781,442900.0,1611,3,2.1,1,2012,4222,1,0,0,1,Tile,Radiant,1,Urban,Very Good,0,19.3,7,13
9782,566900.0,2622,5,3.9,3,1996,8661,2,2,0,0,Tile,ForcedAir,1,Urban,Fair,0,28.8,1,29
9783,910100.0,4977,2,1.3,0,1964,10761,2,2,0,0,Shingle,Radiant,1,Suburban,Excellent,1,22.9,7,61
9784,537200.0,2544,4,2.6,1,2006,4599,2,2,0,1,Shingle,Baseboard,1,Suburban,Poor,0,2.0,5,19
9785,618700.0,3056,3,2.5,1,1956,13991,2,1,1,0,Tile,Baseboard,0,Rural,Poor,1,27.8,7,69
9786,935900.0,4842,6,2.8,3,1967,14246,1,2,1,0,Shingle,Radiant,0,Suburban,Good,1,8.1,2,58
9787,854300.0,4467,6,2.0,3,1955,10083,1,2,0,1,Metal,Radiant,1,Urban,Good,0,30.0,6,70
9788,472000.0,1321,5,3.8,1,1992,10831,1,1,1,0,Metal,Radiant,1,Urban,Very Good,0,4.0,10,33
9789,597800.0,2325,6,1.8,0,2006,16131,1,2,0,0,Flat,ForcedAir,0,Urban,Good,1,5.0,10,19
9790,501400.0,2269,1,2.9,3,1990,19784,2,2,0,0,Tile,HeatPump,1,Rural,Very Good,0,16.4,5,35
9791,723400.0,3475,5,2.5,3,2000,2342,2,0,0,1,Shingle,HeatPump,1,Rural,Good,0,17.4,9,25
9792,593400.0,2313,6,1.8,0,2010,8384,2,2,0,1,Shingle,ForcedAir,1,Suburban,Very Good,0,3.4,6,15
9793,446000.0,2251,1,1.6,2,1968,12090,1,2,0,1,Tile,Radiant,1,Rural,Poor,0,15.0,3,57
9794,784100.0,4230,1,3.9,3,1970,14397,1,1,0,1,Flat,Radiant,0,Urban,Very Good,0,14.8,4,55
9795,713800.0,3807,1,2.7,1,1984,19979,2,0,0,1,Metal,Baseboard,1,Urban,Good,1,22.5,2,41
9796,827800.0,3924,6,2.8,0,2020,4428,2,0,0,1,Tile,Radiant,1,Rural,Good,0,7.3,9,5
9797,555400.0,2553,1,3.3,1,2003,19630,3,1,0,1,Metal,Baseboard,1,Urban,Good,0,11.8,4,22
9798,527900.0,2412,2,1.2,0,1975,14805,3,0,0,1,Tile,ForcedAir,1,Suburban,Good,1,19.8,5,50
9799,868400.0,4075,6,3.1,2,1990,2623,1,1,0,1,Shingle,HeatPump,1,Suburban,Good,1,29.1,5,35
9800,365400.0,1355,1,1.5,3,1961,15516,2,0,0,1,Tile,ForcedAir,1,Suburban,Excellent,0,3.5,8,64
9801,571000.0,2849,2,3.2,2,1954,4843,2,0,1,1,Flat,Radiant,1,Urban,Good,0,7.5,3,71
9802,411200.0,1624,4,1.4,3,1975,14816,1,2,0,1,Shingle,Radiant,1,Urban,Fair,0,2.0,7,50
9803,727700.0,3649,2,3.5,0,1954,8622,3,2,1,0,Tile,HeatPump,1,Suburban,Very Good,1,27.4,9,71
9804,782700.0,3830,6,3.0,1,1987,4057,1,1,0,1,Flat,HeatPump,1,Suburban,Excellent,1,3.0,4,38
9805,408300.0,1881,6,2.2,2,1955,17518,2,1,0,1,Tile,Radiant,1,Suburban,Poor,0,14.3,1,70
9806,708600.0,4125,1,2.1,0,1950,12810,2,2,0,0,Shingle,HeatPump,1,Suburban,Very Good,0,1.6,3,75
9807,392800.0,1292,6,1.4,2,1988,3958,1,1,0,1,Tile,Radiant,0,Urban,Good,1,16.4,7,37
9808,358900.0,874,4,3.7,0,1998,11449,1,2,0,1,Metal,Radiant,1,Rural,Good,0,21.2,8,27
9809,786900.0,3791,5,1.4,2,1986,16469,2,1,0,1,Shingle,Baseboard,1,Suburban,Good,0,1.9,2,39
9810,734800.0,4160,2,2.4,0,1950,8142,1,2,0,1,Metal,ForcedAir,1,Suburban,Fair,0,24.2,7,75
9811,383700.0,1170,5,1.7,2,1986,11064,2,0,0,1,Flat,HeatPump,1,Suburban,Fair,0,14.4,8,39
9812,354800.0,1128,4,4.0,2,1968,2660,2,2,1,0,Flat,HeatPump,1,Urban,Fair,0,23.3,10,57
9813,588100.0,2590,2,2.8,0,1986,5983,2,2,0,1,Tile,Baseboard,0,Urban,Very Good,0,21.2,9,39
9814,375500.0,1576,1,1.4,2,2005,5224,1,0,0,1,Metal,Radiant,1,Suburban,Good,0,24.9,4,20
9815,651400.0,2822,2,3.0,0,2016,10614,1,2,0,0,Tile,HeatPump,1,Rural,Very Good,1,16.8,6,9
9816,461900.0,1987,1,4.0,2,1984,12787,1,0,0,0,Tile,HeatPump,1,Rural,Excellent,0,7.4,5,41
9817,539600.0,2303,3,2.8,3,2022,11377,1,0,0,1,Metal,ForcedAir,1,Suburban,Fair,0,2.8,3,3
9818,733900.0,4091,2,2.4,3,1975,4096,1,1,0,0,Shingle,ForcedAir,1,Suburban,Poor,1,27.8,2,50
9819,806300.0,4125,2,1.9,2,1995,5659,2,1,0,1,Shingle,ForcedAir,0,Rural,Very Good,1,2.7,4,30
9820,340200.0,987,5,1.3,0,1984,16931,1,1,0,1,Flat,ForcedAir,1,Suburban,Good,0,16.8,7,41
9821,492800.0,2014,5,1.7,3,1971,18955,1,0,0,1,Tile,Baseboard,1,Urban,Very Good,1,22.0,3,54
9822,794800.0,4086,4,2.7,2,1963,16796,1,1,0,0,Tile,Radiant,1,Urban,Good,1,8.3,6,62
9823,737700.0,4246,1,3.3,2,1978,12913,1,2,0,1,Shingle,Radiant,1,Urban,Poor,0,3.8,3,47
9824,562400.0,1909,6,3.6,0,2007,4847,2,0,1,0,Flat,Baseboard,1,Urban,Good,0,24.7,10,18
